Id,FP_2.0,degree_mean,degree_var,diametre,clustering,transitivity,average_path_length,heat_heterogeneity,temperature_entropy,twc,p,bt
1134412447776,0.6206202144260551,1.7142857142857142,3.061224489795919,2,0.0,0.0,1.7142857142857142,4.166666666666669,1.9459101490553128,1161,0.2857142857142857,2
1134412447760,0.5855010212209603,1.7142857142857142,1.9183673469387748,3,0.0,0.0,1.9047619047619049,2.157142857142857,1.9459101490553128,771,0.2857142857142857,2
1151592316960,0.5889160943032172,2.0,2.8571428571428568,2,0.2952380952380952,0.17647058823529413,1.6666666666666667,2.714285714285716,1.9459101490553128,1819,0.33333333333333337,0
1134412439568,0.5691023584826023,1.7142857142857142,1.3469387755102038,3,0.0,0.0,2.0,1.3690476190476188,1.9459101490553128,588,0.2857142857142857,2
52080680976,0.5504274293985933,1.7142857142857142,0.7755102040816327,4,0.0,0.0,2.2857142857142856,0.912698412698413,1.9459101490553128,399,0.2857142857142857,2
1151592308752,0.5626318927229442,2.0,1.7142857142857142,3,0.1904761904761905,0.2307692307692308,1.8571428571428568,1.2321428571428572,1.9459101490553128,1355,0.33333333333333337,0
52349124624,0.5491089863926867,2.0,1.1428571428571428,4,0.0,0.0,2.0,0.988095238095238,1.9459101490553128,937,0.33333333333333337,1
1151860752400,0.5596283371678455,2.2857142857142856,2.204081632653061,3,0.3619047619047619,0.3333333333333333,1.7142857142857142,1.2785714285714287,1.9459101490553128,2702,0.3809523809523809,0
52351221776,0.5453543799902865,2.2857142857142856,1.3469387755102042,4,0.0,0.0,1.8095238095238089,0.9107142857142856,1.9459101490553128,1767,0.3809523809523809,1
1151862849552,0.5550147841513828,2.5714285714285716,2.53061224489796,3,0.5142857142857143,0.39130434782608703,1.619047619047619,1.162857142857143,1.9459101490553128,4656,0.42857142857142855,0
52351229984,0.5453019969139055,2.5714285714285716,1.673469387755102,3,0.0,0.0,1.619047619047619,0.9785714285714284,1.9459101490553128,3126,0.42857142857142855,1
1151862857760,0.5544412443361953,2.8571428571428568,2.9795918367346936,2,0.6666666666666666,0.4137931034482759,1.5238095238095235,1.2142857142857146,1.9459101490553128,7537,0.4761904761904762,0
52351230000,0.5434578485405183,2.8571428571428568,1.8367346938775508,2,0.0,0.0,1.5238095238095235,0.9000000000000001,1.9459101490553128,4995,0.4761904761904762,1
1151862857776,0.5520388993935298,3.1428571428571432,3.26530612244898,2,0.8095238095238094,0.42857142857142855,1.4761904761904765,1.1111111111111112,1.9459101490553128,11341,0.5238095238095238,0
52351221792,0.5506349078545946,2.2857142857142856,1.6326530612244896,3,0.0,0.0,1.7142857142857142,1.2047619047619051,1.9459101490553128,1901,0.3809523809523809,1
1151862849568,0.5604770645651406,2.5714285714285716,2.8163265306122454,2,0.5285714285714286,0.375,1.5714285714285714,1.4880952380952384,1.9459101490553128,4824,0.42857142857142855,0
1117232578568,0.5581260100712876,1.7142857142857142,1.0612244897959182,4,0.0,0.0,2.1904761904761907,1.2142857142857142,1.9459101490553128,489,0.2857142857142857,2
1151592316944,0.568617405316415,2.0,2.0,3,0.2047619047619048,0.21428571428571427,1.8095238095238089,1.585714285714286,1.9459101490553128,1468,0.33333333333333337,0
1134278230048,0.5610640216329996,2.0,1.7142857142857142,3,0.0,0.0,1.8095238095238089,1.585714285714286,1.9459101490553128,1161,0.33333333333333337,1
